ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1766671_at	0.0562	0.01418078	3.60	-2.98564	5.70e-01	ECs4964	hypothetical protein
1761764_s_at	0.0562	0.0141868	3.60	-2.9861	6.65e-01	yedE///yedE///yedE///ECs2668	inner membrane protein///hypothetical protein///UPF0394 family sulphur transport domain-containing inner membrane protein///hypothetical protein
1759668_at	0.0563	0.01422231	3.59	-2.98881	6.10e-01	ECs4993	hypothetical protein
1764192_at	0.0563	0.01423442	3.59	-2.98973	6.95e-01	ECs0849	hypothetical protein
1765376_s_at	0.0563	0.01423743	-3.59	-2.98996	-4.80e-01		
1759274_s_at	0.0563	0.01424075	-3.59	-2.99021	-6.10e-01		
1763985_s_at	0.0564	0.01426243	-3.59	-2.99186	-6.80e-01	ffs///ffs///ffs	miscRNA///ncRNA///miscRNA
1767002_s_at	0.0565	0.01428451	3.59	-2.99353	5.90e-01	ybhT///Z0932///acrZ///ECs0790	hypothetical protein///hypothetical protein///AcrAB-TolC efflux pump accessory protein, membrane-associated///hypothetical protein
1761493_s_at	0.0566	0.01433001	3.59	-2.99697	4.75e-01	ligA///ligA///ligA///ligA	NAD-dependent DNA ligase LigA///NAD-dependent DNA ligase LigA///DNA ligase, NAD(+)-dependent///NAD-dependent DNA ligase LigA
1762609_s_at	0.0566	0.01433001	3.59	-2.99697	4.75e-01	Z2301///mokB///ECs2025	hypothetical protein///regulatory peptide///hypothetical protein
1759075_at	0.0566	0.01433423	-3.59	-2.99729	-6.50e-01	ggt	gamma-glutamyltranspeptidase
1764477_at	0.0566	0.01434002	3.59	-2.99773	4.95e-01	rep	ATP-dependent DNA helicase Rep
1769008_s_at	0.0566	0.01434206	-3.59	-2.99788	-6.20e-01		
1761060_s_at	0.0566	0.01434848	3.59	-2.99837	7.50e-01	Z3101///Z6049///Z2118///Z1798///Z1473///Z1354///Z3336///ECs2257///ECs1966///ECs2966///ECs1093///ECs1534///ECs1786///ECs1215	endopeptidase of prophage CP-933U///endopeptidase encoded by cryptic prophage CP-933U///endopeptidase Rz of prophage CP-933O///endopeptidase of prophage CP-933N///endopeptidase Rz of bacteriophage BP-933W///endopeptidase of cryptic prophage CP-933M///endopeptidase Rz for prophage CP-933V///endopeptidase///endopeptidase///endopeptidase///endopeptidase///endopeptidase///endopeptidase///endopeptidase
1759948_s_at	0.0566	0.01435681	-3.59	-2.999	-4.80e-01		
1759753_at	0.0566	0.01436003	-3.59	-2.99924	-7.60e-01	micA	ncRNA
1765606_at	0.0566	0.01437115	3.59	-3.00008	5.70e-01	paaI	hydroxyphenylacetyl-CoA thioesterase
1764228_at	0.0566	0.01437196	-3.58	-3.00014	-7.60e-01	yqiK	PHB family membrane protein, function unknown
1765018_s_at	0.0566	0.01438866	3.58	-3.00139	6.10e-01		
1766751_s_at	0.0567	0.0143983	3.58	-3.00212	5.25e-01	c4282///c4280///Z4878///ECs4353	hypothetical protein///xylulose kinase///xylulose kinase///sugar kinase
1763404_s_at	0.0567	0.0144107	3.58	-3.00305	5.65e-01	ycfJ///ycfJ///ycfJ///ECs1488	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1762898_at	0.0567	0.01441667	-3.58	-3.0035	-6.60e-01	ytfT	putative sugar ABC transporter permease
1765952_s_at	0.0567	0.01443121	-3.58	-3.00459	-7.70e-01		
1760033_s_at	0.0568	0.01445164	3.58	-3.00612	4.70e-01	yniC///Z2756///yniC///ECs2433	2-deoxyglucose-6-phosphatase///2-deoxyglucose-6-phosphatase///2-deoxyglucose-6-P phosphatase///2-deoxyglucose-6-phosphate phosphatase
1760195_s_at	0.057	0.01450607	-3.58	-3.01019	-1.33		
1762819_s_at	0.057	0.01452326	-3.58	-3.01147	-4.85e-01	pstC///pstC///pstC///pstC	phosphate transporter permease subunit PstC///phosphate transporter permease subunit PstC///phosphate ABC transporter permease///phosphate transporter permease PstC
1767675_s_at	0.0571	0.0145518	3.57	-3.01359	8.45e-01	Z0388///ECs0348	hypothetical protein///hypothetical protein
1766576_s_at	0.0571	0.01456216	3.57	-3.01436	4.90e-01	galK///galK///galK///ECs0785	galactokinase///galactokinase///galactokinase///galactokinase
1769028_s_at	0.0571	0.01457724	3.57	-3.01548	5.20e-01	yliA///Z1053///gsiA///ECs0908	glutathione transporter ATP-binding protein///glutathione transporter ATP-binding protein///glutathione ABC transporter ATPase///glutathione transporter ATP-binding protein
1760452_s_at	0.0571	0.01458185	-3.57	-3.01582	-5.90e-01	ygaY///c3234///Z3982///ECs3543	pseudo///transport protein///transporter///transporter
1768324_s_at	0.0571	0.01458216	3.57	-3.01585	5.40e-01	Z3121///ECs2759	hypothetical protein///hypothetical protein
1759484_at	0.0572	0.014591	3.57	-3.0165	4.90e-01	c1416	hypothetical protein
1762939_s_at	0.0572	0.01461714	3.57	-3.01844	7.35e-01	Z3943///ECs3511	hypothetical protein///hypothetical protein
1763888_s_at	0.0572	0.01462351	-3.57	-3.01891	-6.85e-01		
1765486_s_at	0.0572	0.01462976	3.57	-3.01937	6.75e-01	c3144///Z3305///Z3916///ECs2939///ECs3483	DNA-damage-inducible protein I///hypothetical protein///hypothetical protein///hypothetical protein///DNA damage-inducible protein
1766703_s_at	0.0572	0.01463564	-3.57	-3.01981	-6.80e-01	Z3648///fryA///ECs3263	PTS system enzyme IIA component, enzyme I///putative PTS enzyme: Hpr, enzyme I and IIA components///PTS system enzyme IIA component
1763162_s_at	0.0572	0.01463577	3.57	-3.01982	7.90e-01	Z0321///ECs0287	AraC family transcriptional regulator///transcriptional regulator
1766039_s_at	0.0573	0.01465558	-3.57	-3.02128	-8.25e-01		
1767894_s_at	0.0573	0.01466792	-3.57	-3.02219	-5.60e-01	fliR///fliR///fliR///fliR	flagellar biosynthesis protein FliR///flagellar biosynthesis protein FliR///flagellar export pore protein///flagellar biosynthesis protein FliR
1761522_s_at	0.0573	0.01467766	3.57	-3.02291	4.90e-01	tsf///tsf///tsf///tsf	elongation factor Ts///elongation factor Ts///translation elongation factor EF-Ts///elongation factor Ts
1762383_s_at	0.0573	0.01468025	3.57	-3.0231	7.90e-01	ydgH///Z2603///ydgH///ECs2310	hypothetical protein///hypothetical protein///DUF1471 family periplasmic protein///hypothetical protein
1766723_s_at	0.0573	0.01469862	-3.56	-3.02445	-5.95e-01	ilvB///ilvB///ilvB///ECs4612	acetolactate synthase catalytic subunit///acetolactate synthase catalytic subunit///acetolactate synthase 2 large subunit///acetolactate synthase catalytic subunit
1765723_s_at	0.0573	0.01470153	3.56	-3.02467	5.00e-01	Z3088///ECs2953	tail fiber component U of prophage CP-933U///minor tail protein U
1759479_s_at	0.0573	0.0147048	3.56	-3.02491	7.40e-01	c5198///Z0322///ECs0288	hypothetical protein///hypothetical protein///hypothetical protein
1761502_s_at	0.0574	0.01471715	3.56	-3.02582	4.80e-01	mltE///mltE///emtA///ECs1687	membrane-bound lytic murein transglycosylase E///murein transglycosylase E///lytic murein endotransglycosylase E///murein transglycosylase E
1767271_s_at	0.0574	0.0147328	-3.56	-3.02697	-4.65e-01	ygbE///ygbE///ECs3603	hypothetical protein///DUF3561 family inner membrane protein///hypothetical protein
1767852_s_at	0.0574	0.01473391	3.56	-3.02705	4.70e-01	efp///efp///efp///ECs5128	elongation factor P///elongation factor P///polyproline-specific translation elongation factor EF-P///elongation factor P
1764089_s_at	0.0574	0.01473554	3.56	-3.02717	4.90e-01		
1768764_s_at	0.0574	0.01475693	-3.56	-3.02874	-5.20e-01	c3264	hypothetical protein
1764106_s_at	0.0574	0.01475714	-3.56	-3.02875	-5.00e-01		
1766611_at	0.0574	0.01475714	3.56	-3.02875	5.00e-01	amiB	N-acetylmuramoyl-L-alanine amidase
1768483_at	0.0575	0.01479716	3.56	-3.03168	4.65e-01	gnd	6-phosphogluconate dehydrogenase, decarboxylating
1763735_s_at	0.0575	0.01480709	-3.56	-3.03241	-6.95e-01	yfbE///Z3511///arnB///ECs3141	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase///UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase///uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent///UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
1764025_s_at	0.0575	0.01482544	3.56	-3.03375	9.90e-01	c3339	hypothetical protein
1769252_at	0.0575	0.01482844	-3.56	-3.03397	-4.70e-01	carB	carbamoyl phosphate synthase large subunit
1766373_s_at	0.0575	0.01483066	-3.56	-3.03413	-1.17		
1765324_s_at	0.0575	0.01483145	-3.56	-3.03419	-5.50e-01		
1765245_s_at	0.0575	0.01483363	-3.56	-3.03434	-8.55e-01		
1766115_s_at	0.0576	0.01484899	-3.56	-3.03546	-4.95e-01		
1768101_s_at	0.0578	0.01490594	-3.55	-3.0396	-4.95e-01	Z0262///ECs0231	hypothetical protein///hypothetical protein
1768402_at	0.0578	0.01492793	3.55	-3.0412	1.02	c2525	hypothetical protein
1765942_s_at	0.0578	0.01493702	3.55	-3.04186	4.85e-01	thrB///thrB///thrB///ECs0003	homoserine kinase///homoserine kinase///homoserine kinase///homoserine kinase
1769099_s_at	0.0579	0.01496291	-3.55	-3.04373	-6.00e-01	eutH///eutH///eutH///ECs3314	ethanolamine utilization protein EutH///ethanolamine transport protein///ethanolamine transporter///EutH
1761756_at	0.0581	0.0150148	3.55	-3.04748	8.20e-01	c0391	CP4-like integrase
1762776_s_at	0.0581	0.01502613	-3.54	-3.04829	-5.80e-01	yjiO///ECs5300	transporter///transporter
1767018_s_at	0.0581	0.01504067	-3.54	-3.04934	-7.00e-01		
1760714_s_at	0.0581	0.01504092	-3.54	-3.04935	-5.20e-01	yebQ///Z2875///yebQ///ECs2538	transport protein YebQ///transporter///putative transporter///transporter
1760813_s_at	0.0582	0.01505782	3.54	-3.05057	6.80e-01	yebC///yebC///yebC///ECs2574	hypothetical protein///hypothetical protein///UPF0082 family protein///hypothetical protein
1767190_s_at	0.0582	0.01507372	-3.54	-3.05171	-5.05e-01	yggM///yggM///yggM///ECs3832	hypothetical protein///alpha helix chain///DUF1202 family putative secreted protein///hypothetical protein
1768397_s_at	0.0584	0.01511768	3.54	-3.05486	6.10e-01	rpsQ///rpsQ///rpsQ///rpsQ	30S ribosomal protein S17///30S ribosomal protein S17///30S ribosomal subunit protein S17///30S ribosomal protein S17
1763899_s_at	0.0584	0.01513638	3.54	-3.0562	7.55e-01		
1763004_s_at	0.0586	0.0151914	3.53	-3.06012	5.75e-01	yfgE///Z3759///hda///ECs3358	DNA replication initiation factor///DNA replication initiation factor///ATPase regulatory factor involved in DnaA inactivation///DNA replication initiation factor
1764661_at	0.0586	0.01519336	3.53	-3.06026	4.75e-01	c3767	hypothetical protein
1767195_s_at	0.0586	0.01520467	-3.53	-3.06107	-1.36		
1759843_at	0.0586	0.01520681	3.53	-3.06122	5.70e-01	ECs4981	hypothetical protein
1760430_at	0.0586	0.01521109	3.53	-3.06152	6.20e-01	pcnB	poly(A) polymerase
1765437_s_at	0.0586	0.01522363	-3.53	-3.06241	-5.90e-01		
1764724_s_at	0.0586	0.01522363	3.53	-3.06241	5.90e-01	ftsQ///ftsQ///ftsQ///ECs0097	cell division protein FtsQ///cell division protein FtsQ///divisome assembly protein, membrane anchored protein involved in growth of wall at septum///cell division protein FtsQ
1765100_s_at	0.0586	0.01523395	3.53	-3.06315	5.75e-01	Z0331///ECs0295	hypothetical protein///hypothetical protein
1766761_s_at	0.0586	0.01523899	3.53	-3.0635	5.05e-01	epd///epd///epd///ECs3798	erythrose 4-phosphate dehydrogenase///erythrose 4-phosphate dehydrogenase///D-erythrose 4-phosphate dehydrogenase///erythrose 4-phosphate dehydrogenase
1760951_s_at	0.0588	0.01528777	-3.53	-3.06696	-6.10e-01	yjdB///eptA///ECs5096	cell division protein///lipid A phosphoethanolamine transferase///cell division protein
1767906_s_at	0.0588	0.01528948	3.53	-3.06708	4.90e-01	Z2971///ECs2623	hypothetical protein///hypothetical protein
1766558_s_at	0.0588	0.01529348	3.53	-3.06737	5.70e-01	yaeT///yaeT///bamA///ECs0179	outer membrane protein assembly factor YaeT///outer membrane protein assembly factor YaeT///BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor///outer membrane protein assembly factor YaeT
1767663_x_at	0.0588	0.01530995	3.53	-3.06853	1.33	c1602	hypothetical protein
1768049_s_at	0.0588	0.01532492	3.53	-3.06959	4.80e-01	potD///potD///potD///potD	spermidine/putrescine ABC transporter periplasmic substrate-binding protein///spermidine/putrescine ABC transporter substrate-binding protein///spermidine/putrescine ABC transporter periplasmic binding protein///spermidine/putrescine ABC transporter substrate-binding protein
1762613_at	0.0589	0.0153602	3.52	-3.07207	5.25e-01	dsdC	DNA-binding transcriptional regulator DsdC
1759190_s_at	0.059	0.01537549	-3.52	-3.07315	-5.85e-01		
1765511_s_at	0.059	0.01538602	-3.52	-3.07389	-6.55e-01	fixX///fixX///fixX///ECs0047	ferredoxin-like protein///ferredoxin///putative 4Fe-4S ferredoxin-type protein///ferredoxin
1759685_s_at	0.0592	0.01543649	3.52	-3.07743	4.90e-01	araF///araF///araF///ECs2609	L-arabinose-binding periplasmic protein///L-arabinose-binding periplasmic protein///L-arabinose ABC transporter periplasmic binding protein///L-arabinose-binding periplasmic protein
1765897_s_at	0.0592	0.01544734	-3.52	-3.07819	-5.75e-01	ydiQ///ydiQ///ydiQ///ECs2404	electron transfer flavoprotein YdiQ///electron transfer flavoprotein YdiQ///putative electron transfer flavoprotein subunit///electron transfer flavoprotein YdiQ
1759288_s_at	0.0592	0.01546427	-3.52	-3.07937	-4.70e-01		
1766446_s_at	0.0592	0.01547299	3.52	-3.07998	5.15e-01	c1455///ECs2170	tail component of prophage///minor tail protein
1766433_s_at	0.0593	0.01549108	-3.52	-3.08125	-5.95e-01	c4279///Z4877///ECs4352	PTS system, galactitol-specific IIC component///phosphotransferase system enzyme subunit///phosphotransferase system enzyme IIC
1759169_at	0.0593	0.01551413	3.52	-3.08286	5.25e-01	nrdF	ribonucleotide-diphosphate reductase subunit beta
1764921_s_at	0.0593	0.01551563	3.52	-3.08296	6.10e-01	upp///upp///upp///upp	uracil phosphoribosyltransferase///uracil phosphoribosyltransferase///uracil phosphoribosyltransferase///uracil phosphoribosyltransferase
1762419_at	0.0594	0.01552847	3.51	-3.08385	5.50e-01	ycaO	hypothetical protein
1759875_s_at	0.0594	0.01554412	-3.51	-3.08494	-6.05e-01		
1761543_s_at	0.0595	0.01556896	3.51	-3.08667	4.75e-01	ccmB///ccmB///ccmB///ECs3089	Heme exporter protein B///heme exporter protein B, cytochrome C biogenesis protein///heme export ABC transporter permease///heme exporter protein B
1764172_s_at	0.0595	0.0155885	3.51	-3.08803	5.20e-01	amiA///amiA///ECs3306	N-acetylmuramoyl-L-alanine amidase///N-acetylmuramoyl-l-alanine amidase I///N-acetylmuramoyl-l-alanine amidase I
1760336_s_at	0.0595	0.01559571	-3.51	-3.08853	-4.85e-01	yecG///yecG///uspC///ECs2603	universal stress protein UspC///universal stress protein UspC///universal stress protein///universal stress protein UspC
1767371_s_at	0.0596	0.015622	-3.51	-3.09035	-5.45e-01	c2589///wza///wza///ECs2867	hypothetical protein///polysaccharide export protein///colanic acid export protein; outer membrane auxillary lipoprotein///polysaccharide export protein
1761716_s_at	0.0596	0.01562227	-3.51	-3.09037	-5.50e-01	fimZ///sfmZ///ECs0597	transcriptional regulator FimZ///response regulator family protein///transcriptional regulator FimZ
1767983_s_at	0.0596	0.01562714	-3.51	-3.0907	-5.05e-01	pyrI///pyrI///pyrI///ECs5221	aspartate carbamoyltransferase///aspartate carbamoyltransferase///aspartate carbamoyltransferase, regulatory subunit///aspartate carbamoyltransferase
1761177_s_at	0.0596	0.01562978	-3.51	-3.09089	-7.80e-01	yigE///c4736///Z5332///ECs4745	DUF2233 family protein///hypothetical protein///hypothetical protein///hypothetical protein
1768017_s_at	0.0596	0.01563188	3.51	-3.09103	4.75e-01	pabC///pabC///pabC///ECs1474	4-amino-4-deoxychorismate lyase///4-amino-4-deoxychorismate lyase///4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex///4-amino-4-deoxychorismate lyase
1765080_s_at	0.0596	0.01564199	3.51	-3.09173	7.50e-01	c3158///c1587///ECs1645	tail component of prophage///tail component of prophage///minor tail protein
1763655_s_at	0.0598	0.01570159	-3.50	-3.09584	-5.10e-01		
1759631_at	0.0599	0.01572952	3.50	-3.09776	5.70e-01	ECs2991	hypothetical protein
1768907_at	0.0599	0.01573173	3.50	-3.09791	5.95e-01	c1259	hypothetical protein
1766280_s_at	0.0599	0.01573925	3.50	-3.09843	7.45e-01	pepT///pepT///pepT///ECs1572	peptidase T///peptidase T///peptidase T///peptidase T
1761365_s_at	0.0599	0.01574911	-3.50	-3.09911	-8.30e-01		
1767037_at	0.0599	0.01576336	3.50	-3.10009	5.50e-01	trkG	Rac prophage; potassium transporter subunit
1763763_s_at	0.06	0.01578224	3.50	-3.10138	5.80e-01	Z3091///ECs2956	hypothetical protein///hypothetical protein
1765082_s_at	0.06	0.01579014	3.50	-3.10192	5.85e-01		
1762933_s_at	0.0601	0.01582924	3.50	-3.10459	5.35e-01	rpsG///rpsG///rpsG///ECs4192	30S ribosomal protein S7///30S ribosomal protein S7///30S ribosomal subunit protein S7///30S ribosomal protein S7
1765672_s_at	0.0601	0.01583413	-3.50	-3.10493	-5.75e-01	ygfD///argK///ECs3788	arginine/ornithine transport system ATPase///membrane ATPase/protein kinase///arginine/ornithine transport system ATPase
1764772_s_at	0.0601	0.01583775	-3.50	-3.10518	-4.85e-01		
1766568_s_at	0.0601	0.01584066	3.50	-3.10537	4.65e-01	acpP///acpP///acpP///acpP	acyl carrier protein///acyl carrier protein///acyl carrier protein (ACP)///acyl carrier protein
1759173_s_at	0.0601	0.01584945	-3.50	-3.10597	-6.55e-01	yfeK///yfeK///ECs3291	hypothetical protein///uncharacterized protein///hypothetical protein
1767536_s_at	0.0601	0.01585973	3.50	-3.10667	8.85e-01	Z1602///Z1163///ECs1341	hypothetical protein///hypothetical protein///effector protein
1768433_at	0.0601	0.01589291	-3.49	-3.10893	-5.95e-01	essD	DLP12 prophage; putative phage lysis protein
1763383_at	0.0601	0.015901	3.49	-3.10948	7.75e-01	ECs1585	hypothetical protein
1760519_s_at	0.0601	0.01590351	-3.49	-3.10965	-5.60e-01	Z1871///ybcK///ECs1615	hypothetical protein///DLP12 prophage; putative recombinase///hypothetical protein
1766089_s_at	0.0601	0.01590985	-3.49	-3.11009	-5.45e-01	iclR///iclR///iclR///ECs4936	transcriptional repressor IclR///IclR family transcriptional regulator///transcriptional repressor///acetate operon repressor
1761694_at	0.0601	0.01591028	3.49	-3.11011	4.90e-01	proS	prolyl-tRNA synthetase
1763069_s_at	0.0601	0.01591048	-3.49	-3.11013	-4.80e-01	manY///manY///manY///ECs2528	PTS system, mannose-specific IIC component///PTS enzyme IIC, mannose-specific///mannose-specific enzyme IIC component of PTS///mannose-specific PTS enzyme IIC
1764402_s_at	0.0601	0.01591048	-3.49	-3.11013	-4.80e-01	pflC///pflC///pflC///ECs4881	pyruvate formate lyase II activase///pyruvate formate lyase II activase///putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme///[formate-C-acetyltransferase]-activating enzyme
1760059_s_at	0.0602	0.01592838	-3.49	-3.11134	-6.75e-01		
1764518_s_at	0.0602	0.01594448	3.49	-3.11244	4.95e-01	Z0330///ECs0294	hypothetical protein///hypothetical protein
1768838_at	0.0602	0.01594784	-3.49	-3.11266	-4.75e-01	c0975	hypothetical protein
1769072_s_at	0.0602	0.01596262	3.49	-3.11366	5.05e-01	yefM///yefM	antitoxin YefM///antitoxin of the YoeB-YefM toxin-antitoxin system
1764153_s_at	0.0602	0.01596917	-3.49	-3.11411	-5.30e-01	c0703	hypothetical protein
1763437_s_at	0.0602	0.01596986	-3.49	-3.11416	-4.90e-01		
1760739_at	0.0603	0.01599671	3.49	-3.11597	6.50e-01	fes	enterobactin/ferric enterobactin esterase
1768031_s_at	0.0604	0.01602912	-3.49	-3.11816	-5.35e-01		
1768686_s_at	0.0604	0.01603592	-3.49	-3.11862	-6.30e-01		
1761277_s_at	0.0605	0.01607681	-3.48	-3.12137	-7.60e-01	ycgR///ycgR	hypothetical protein///flagellar velocity braking protein, c-di-GMP-regulated
1760745_s_at	0.0605	0.01608324	3.48	-3.1218	5.25e-01	rpsL///rpsL///rpsL///rpsL	30S ribosomal protein S12///30S ribosomal protein S12///30S ribosomal subunit protein S12///30S ribosomal protein S12
1763174_s_at	0.0605	0.01608363	3.48	-3.12183	7.15e-01	pphB///ECs3590	serine/threonine-specific protein phosphatase 2///serine/threonine-specific protein phosphatase 2
